0.845784
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,11
545,1
546,64
547,64
548,64
549,64
550,49
551,49
552,65
553,65
554,65
555,15
556,9
557,5
558,37
559,37
560,37
561,37
562,20
563,11
564,11
565,11
566,11
567,11
568,11
569,8
570,17
571,17
572,14
573,14
574,66
575,66
576,7
577,7
578,67
579,67
580,67
581,68
582,68
583,40
584,40
585,69
586,69
587,23
588,23
589,23
590,23
591,8
592,23
593,23
594,23
595,23
596,23
597,28
598,23
599,23
600,23
601,52
602,23
603,5
604,23
605,23
606,23
607,8
608,23
609,23
610,23
611,23
612,23
613,23
614,23
615,23
616,23
617,23
618,23
619,23
620,23
621,23
622,23
623,23
624,23
625,23
626,23
627,23
628,23
629,23
630,23
631,23
632,23
633,23
634,7
635,7
636,7
637,70
638,70
639,1
640,1
641,1
642,3
643,3
644,3
645,3
646,8
647,21
648,21
649,12
650,11
651,11
652,11
653,11
654,11
655,11
656,11
657,2
658,5
659,5
660,5
661,71
662,71
663,2
664,6
665,2
666,31
667,31
668,72
669,72
670,52
671,52
672,52
673,73
674,73
675,29
676,29
677,29
678,1
679,1
680,1
681,11
682,16
683,13
684,13
685,3
686,12
687,16
688,12
689,12
690,21
691,74
692,74
693,14
694,14
695,14
696,21
697,21
698,21
699,75
700,75
701,76
702,76
703,77
704,77
705,12
706,12
707,12
708,12
709,52
710,52
711,78
712,78
713,79
714,79
715,13
716,80
717,80
718,80
719,21
720,17
721,17
722,21
723,21
724,21
725,81
726,81
727,9
728,9
729,82
730,82
731,52
732,52
733,4
734,83
735,83
736,16
737,84
738,84
739,12
740,21
741,21
742,21
743,11
744,35
745,46
746,23
747,15
748,9
749,9
750,9
751,14
752,7
753,7
754,7
755,5
756,5
757,31
758,31
759,23
760,23
761,23
762,4
763,1
764,1
765,1
766,85
767,85
768,15
769,37
770,86
771,86
772,8
773,8
774,7
775,0
776,0
777,74
778,5
779,7
780,49
781,49
782,49
783,11
784,87
785,87
786,87
787,87
788,87
789,87
790,87
791,88
792,88
793,6
794,21
795,9
796,9
797,9
798,9
799,2
800,2
801,4
802,8
803,89
804,89
805,6
806,6
807,6
808,1
809,6
810,6
811,40
812,40
813,40
814,40
815,40
816,40
817,40
818,40
819,40
820,52
821,20
822,1
823,7
824,7
825,7
826,7
827,21
828,1
829,1
830,2
831,2
832,2
833,52
834,52
835,52
836,12
837,12
838,12
839,7
840,7
841,7
842,16
843,16
844,16
845,12
846,90
847,90
848,90
849,0
850,0
851,5
852,5
853,5
854,49
855,49
856,49
857,49
858,49
859,49
860,49
861,8
862,8
863,8
864,8
865,8
866,23
867,91
868,91
869,87
870,87
871,92
872,92
873,92
874,92
875,31
876,31
877,8
878,13
879,13
880,93
881,93
882,94
883,94
884,21
885,21
886,3
887,95
888,95
889,96
890,96
891,40
892,17
893,5
894,5
895,5
896,5
897,5
898,8
899,21
900,21
901,21
902,3
903,3
904,3
905,14
906,14
907,11
908,11
909,11
910,11
911,28
912,14
913,11
914,6
915,11
916,6
917,6
918,97
919,97
920,34
921,34
922,17
923,57
924,3
925,5
926,12
927,12
928,5
929,12
930,5
931,5
932,31
933,1
934,1
935,40
936,40
937,40
938,49
939,49
940,49
941,49
942,8
943,49
944,49
945,49
946,49
947,23
948,17
949,20
950,4
951,4
952,4
953,12
954,12
955,12
956,11
957,11
958,11
959,40
960,40
961,20
962,20
963,12
964,12
965,12
966,12
967,12
968,12
969,12
970,13
971,13
972,1
973,1
974,1
975,82
976,82
977,98
978,98
979,98
980,98
981,11
982,11
983,49
984,14
985,14
986,16
987,16
988,40
989,40
990,40
991,7
992,3
993,99
994,92
995,28
996,28
997,28
998,40
999,28
1000,28
1001,28
1002,28
1003,28
1004,28
1005,17
1006,100
1007,100
1008,5
1009,5
1010,101
1011,28
1012,28
1013,16
1014,52
1015,52
1016,1
1017,1
1018,102
1019,12
1020,12
1021,4
1022,14
1023,9
1024,13
1025,4
1026,4
1027,4
1028,4
1029,1
1030,1
1031,0
1032,11
1033,20
1034,21
1035,21
1036,103
1037,103
1038,21
1039,7
1040,104
1041,104
1042,86
1043,15
1044,15
1045,14
1046,15
1047,15
1048,8
1049,8
1050,8
1051,1
1052,1
1053,7
1054,20
1055,20
1056,3
1057,29
1058,9
1059,105
1060,105
1061,106
1062,106
1063,107
1064,107
1065,107
1066,20
1067,20
1068,20
1069,5
1070,32
1071,40
1072,40
1073,40
1074,40
1075,8
1076,28
1077,1
1078,16
1079,23
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,108
1087,108
1088,8
1089,109
1090,109
1091,14
1092,14
1093,16
1094,16
1095,16
1096,11
1097,11
1098,2
1099,11
1100,110
1101,4
1102,52
1103,7
1104,7
1105,5
1106,5
1107,5
1108,5
1109,5
1110,5
1111,5
1112,5
1113,111
1114,111
1115,12
1116,12
1117,21
1118,21
1119,21
1120,21
1121,21
1122,21
1123,21
1124,8
1125,8
1126,112
1127,112
1128,112
1129,2
1130,113
1131,113
1132,2
1133,2
1134,28
1135,12
1136,6
1137,6
1138,6
1139,6
1140,16
1141,114
1142,114
1143,61
1144,8
1145,8
1146,21
1147,5
1148,29
1149,29
1150,29
1151,29
1152,7
1153,17
1154,17
1155,106
1156,16
1157,16
1158,36
1159,36
1160,52
1161,52
1162,52
1163,12
1164,12
1165,8
1166,115
1167,115
1168,5
1169,5
1170,3
1171,9
1172,9
1173,9
1174,7
1175,12
1176,12
1177,12
1178,5
1179,21
1180,0
1181,0
1182,12
1183,12
1184,87
1185,29
1186,29
1187,68
1188,14
1189,14
1190,7
1191,2
1192,2
1193,2
1194,2
1195,2
1196,2
1197,3
1198,40
1199,13
1200,8
1201,8
1202,107
1203,15
1204,31
1205,116
1206,116
1207,116
1208,116
1209,7
1210,7
1211,7
1212,7
1213,7
1214,7
1215,7
1216,7
1217,117
1218,117
1219,107
1220,21
1221,21
1222,12
1223,12
1224,12
1225,12
1226,12
1227,75
1228,75
1229,12
1230,1
1231,29
1232,6
1233,6
1234,118
1235,118
1236,118
1237,12
1238,119
1239,119
1240,119
1241,9
1242,9
1243,28
1244,12
1245,1
1246,120
1247,120
1248,3
1249,3
1250,3
1251,14
1252,28
1253,28
1254,121
1255,121
1256,31
1257,31
1258,31
1259,31
1260,31
1261,122
1262,122
1263,123
1264,123
1265,12
1266,8
1267,8
1268,124
1269,124
1270,0
1271,0
1272,125
1273,5
1274,4
1275,1
1276,2
1277,9
1278,126
1279,126
1280,12
1281,12
1282,16
1283,127
1284,127
1285,128
1286,128
1287,1
1288,129
1289,129
1290,130
1291,130
1292,8
1293,131
1294,28
1295,2
1296,2
1297,132
1298,132
1299,132
1300,8
1301,9
1302,9
1303,21
1304,0
1305,118
1306,133
1307,133
1308,7
1309,5
1310,12
1311,20
1312,20
1313,134
1314,134
1315,5
1316,5
1317,5
1318,132
1319,132
1320,13
1321,13
1322,13
1323,13
1324,3
1325,20
1326,21
1327,52
1328,12
1329,12
1330,12
1331,12
1332,21
1333,11
1334,121
1335,52
1336,0
1337,135
1338,135
1339,8
1340,7
1341,11
1342,5
1343,5
1344,8
1345,136
1346,136
1347,8
1348,8
1349,28
1350,28
1351,8
1352,1
1353,7
1354,8
1355,8
1356,8
1357,8
1358,12
1359,137
1360,137
1361,8
1362,8
1363,8
1364,34
1365,28
1366,17
1367,20
1368,138
1369,138
1370,139
1371,139
1372,1
1373,1
1374,21
1375,98
1376,3
1377,20
1378,20
1379,140
1380,140
1381,16
1382,14
1383,14
1384,14
1385,5
1386,5
1387,37
1388,37
1389,37
1390,37
1391,37
1392,37
1393,37
1394,37
1395,13
1396,16
1397,16
1398,16
1399,16
1400,16
1401,16
1402,12
1403,16
1404,16
1405,16
1406,21
1407,8
1408,104
1409,14
1410,14
1411,13
1412,5
1413,141
1414,141
1415,141
1416,141
1417,141
1418,141
1419,16
1420,8
1421,8
1422,8
1423,28
1424,1
1425,1
1426,18
1427,11
1428,13
1429,5
1430,5
1431,3
1432,40
1433,20
1434,28
1435,1
1436,1
1437,1
1438,142
1439,142
1440,37
1441,37
1442,143
1443,143
1444,21
1445,144
1446,0
1447,0
1448,28
1449,4
1450,4
1451,145
1452,145
1453,11
1454,78
1455,7
1456,7
1457,8
1458,61
1459,61
1460,61
1461,146
1462,146
1463,13
1464,13
1465,9
1466,21
1467,21
1468,3
1469,147
1470,61
1471,2
1472,5
1473,1
1474,1
1475,1
1476,16
1477,148
1478,148
1479,3
1480,3
1481,3
1482,3
1483,149
1484,12
1485,21
1486,2
1487,21
1488,21
1489,16
1490,5
1491,5
1492,5
1493,9
1494,9
1495,13
1496,52
1497,7
1498,150
1499,150
1500,151
1501,151
1502,152
1503,152
1504,104
1505,1
1506,7
1507,21
1508,12
1509,0
1510,4
1511,5
1512,8
1513,2
1514,8
1515,8
1516,8
1517,17
1518,153
1519,16
1520,16
1521,16
1522,1
1523,9
1524,11
1525,11
1526,11
1527,123
1528,11
1529,11
1530,0
1531,86
1532,86
1533,86
1534,86
1535,13
1536,31
1537,154
1538,154
1539,7
1540,8
1541,31
1542,8
1543,8
1544,49
1545,28
1546,1
1547,9
1548,28
1549,9
1550,9
1551,9
1552,9
1553,9
1554,9
1555,9
1556,9
1557,9
1558,9
1559,9
1560,155
1561,155
1562,156
1563,156
1564,4
1565,4
1566,4
1567,4
1568,157
1569,157
1570,158
1571,158
1572,6
1573,159
1574,156
1575,124
1576,7
1577,5
1578,16
1579,7
1580,5
1581,16
1582,146
1583,28
1584,28
1585,2
1586,74
1587,0
1588,0
1589,4
1590,2
1591,160
1592,161
1593,161
1594,21
1595,21
1596,2
1597,21
1598,21
1599,14
1600,21
1601,21
1602,21
1603,17
1604,21
1605,21
1606,12
1607,135
1608,155
1609,21
1610,11
1611,11
1612,5
1613,7
1614,28
1615,28
1616,28
1617,28
1618,119
1619,162
1620,162
1621,8
1622,8
1623,14
1624,28
1625,28
1626,163
1627,163
1628,21
1629,61
1630,21
1631,21
1632,21
1633,52
1634,52
1635,5
1636,5
1637,5
1638,5
1639,92
1640,67
1641,164
1642,164
1643,5
1644,20
1645,21
1646,12
1647,1
1648,165
1649,165
1650,51
1651,166
1652,166
1653,8
1654,0
1655,0
1656,7
1657,167
1658,167
1659,122
1660,21
1661,21
1662,14
1663,14
1664,5
1665,0
1666,47
1667,14
1668,168
1669,168
1670,168
1671,168
1672,11
1673,122
1674,122
1675,5
1676,1
1677,1
1678,168
1679,4
1680,5
1681,21
1682,21
1683,21
1684,21
1685,12
1686,28
1687,28
1688,14
1689,0
1690,5
1691,13
1692,169
1693,7
1694,170
1695,170
1696,17
1697,20
1698,8
1699,8
1700,17
1701,171
1702,171
1703,0
1704,29
1705,172
1706,172
1707,4
1708,17
1709,12
1710,5
1711,13
1712,173
1713,173
1714,174
1715,2
1716,13
1717,175
1718,175
1719,40
1720,15
1721,12
1722,11
1723,14
1724,14
1725,176
1726,176
1727,21
1728,6
1729,6
1730,6
1731,37
1732,37
1733,5
1734,5
1735,4
1736,177
1737,177
1738,12
1739,178
1740,178
1741,178
1742,178
1743,13
1744,13
1745,5
1746,4
1747,4
1748,37
1749,7
1750,7
1751,7
1752,7
1753,11
1754,98
1755,98
1756,21
1757,179
1758,179
1759,20
1760,20
1761,20
1762,20
1763,14
1764,5
1765,5
1766,5
1767,5
1768,8
1769,8
1770,14
1771,14
1772,52
1773,9
1774,37
1775,16
1776,21
1777,21
1778,21
1779,21
1780,21
1781,21
1782,21
1783,21
1784,180
1785,180
1786,14
1787,2
1788,28
1789,28
1790,28
1791,28
1792,28
1793,0
1794,0
1795,0
1796,155
1797,155
1798,155
1799,155
1800,155
1801,155
1802,155
1803,155
1804,155
1805,155
1806,155
1807,37
1808,37
1809,37
1810,13
1811,13
1812,13
1813,13
1814,13
1815,13
1816,13
1817,13
1818,28
1819,181
1820,181
1821,181
1822,15
1823,15
1824,15
1825,14
1826,14
1827,7
1828,17
1829,182
1830,182
1831,183
1832,183
1833,49
1834,184
1835,184
1836,40
1837,185
1838,186
1839,186
1840,187
1841,11
1842,12
1843,74
1844,188
1845,188
1846,188
1847,189
1848,190
1849,190
1850,191
1851,192
1852,193
1853,193
1854,12
1855,12
1856,194
1857,194
1858,195
1859,195
1860,196
1861,197
1862,197
1863,198
1864,198
1865,199
1866,200
1867,200
1868,201
1869,202
